Post_URL,Username,Komentar
https://www.instagram.com/p/DO6EIPujOYw/,habravur,"Selamat siang Min, Fungsi Rehab apa ya, jika tetap Non Aktif kartu BPJS nya."
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Jika mendaftar program Rehab maka kartu tidak bisa langsung aktif setelah melakukan pembayaran cicilan pertama. Kartu baru akan aktif setelah klik pelunasan dan melakukan pelunasan tunggakan termasuk pembayaran bulan berjalan. Apabila ditengah-tengah cicilan kartu akan digunakan silakan klik pelunasan maka sisa tunggakan akan terakumulasi dan bisa dilunasi, apabila sudah pembayaran atau pelunasan maka kartu akan aktif kembali. Terima kasih. :) -toro"
https://www.instagram.com/p/DO6EIPujOYw/,habravur,"@bpjskesehatan_ri Sama saja Harus Lunas dahulu Baru Bisa Aktif BPJS ini sama saja tidak membantu ketika Saat Cicilan berjalan kecuali Sudah Lunas, seharusnya Cicilan berjalan Kartu sudah bisa Aktif ketika periksa Kesehatan karena Masyarakat Perlu Kesehatan dan Prioritas yang harus diperhatikan Negara."
https://www.instagram.com/p/DO6EIPujOYw/,chiiee_,"Tau gg min?!!! Org LN smp ada yg nny ke gue gini ""memangnya negara Indonesia miskin bgt ya smp² bayi yg baru lahir sudah harus bayar BPJS"" ?!!! MALUUUUU minnn gue denger itu dr org LN ttg Indonesia.. dimana² bayi lahir itu dikasih tunjangan.. ini lahir malah dikasih beban.. miriiiiisssss bgt😢😢😢"
https://www.instagram.com/p/DO6EIPujOYw/,__aeraaaa__,"Min mau log in mobile jkn tapi lupa sandi harus masukin nomer/email tapi keterangan belum mendaftarkan no hp sama email tapi pas mau daftar baru malah data sudah terdaftar, solusinya gimana ya padahal nomer hp dan email sudah sesuai"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Silakan penambahan nomor HP melalui layanan WhatsApp Pandawa yang dapat diakses 24 jam pada nomor 0811 8 165 165 di menu ""Administrasi"", akses link yang diberikan lalu silakan pilih menu ""Perubahan/Perbaikan Data"" sub menu ""Nomor Handphone"". Terima kasih. :) -nathan"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,Salam Sehat Sahabat. Bisa Sahabat. Silakan dapat dicoba kembali secara berkala Layanan Pandawa yang dapat diakses 24 jam di nomor 0811 8 165 165. Terima kasih. :) -puspa
https://www.instagram.com/p/DO6EIPujOYw/,catch_tour,Web administrasi kenapa rusak trus?!
https://www.instagram.com/p/DO6EIPujOYw/,putrimth__,Knapa aplikasi jkn waktu otp. Tidak ada di krim pdhal pulsa ada dan no hp benar
https://www.instagram.com/p/DO6EIPujOYw/,wiguna4091,"Istri sya bpjs kelas satu , tapi saat ini di rawat mendapat ruangan kelas 2 dg alasan kamar kelas 1 penuh. Memangnya kalau penuh harus di downgread bukannya di free upgrade ? Dpt ruangan kelas 2 tp tetap tiyap bulannya harus bayar yg kelas 1 ? Tujuan saya dari awal mengambil kelas satu untuk kenyamanan."
https://www.instagram.com/p/DO6EIPujOYw/,rynn_96,"min, peraturan mau naik kelas harus menunggu 1 tahun baru dpt dirubah terlalu lama min, selama orngnya mampu mau naik dan sanggup knp enggk.. kecuali mau turun kelas baru deh sistemnya harus nunggu 1 tahun biar enggk seenaknya gitu.. saran min diubah peraturannya jng dipersulit bagi yg mau naik"
https://www.instagram.com/p/DO6EIPujOYw/,herjanto27,Min tolong balas DM kami tks
https://www.instagram.com/p/DO6EIPujOYw/,pablo_elsentot,"Seorang mahasiswa,meninggal di pintu masuk rumah sakit ,dia tidak bisa masuk ke rumah sakit ,katanya bpjs nya beda domisili ,dan ditolak 3 kali .kita bpjs bayar perbulan buat apa?"
https://www.instagram.com/p/DO6EIPujOYw/,maila_ulfa,"Kenapa aplikasi JKN akun saya selalu logout sendiri? Hari ini mau login ga bisa2, udah ganti pasword berkali kaki juga ga bisa login, ini gimana sih min @bpjskesehatan_ri"
https://www.instagram.com/p/DO6EIPujOYw/,joshdonei,woi bpjs koplak kenapa aplikasi suka log out sendiri terus.
https://www.instagram.com/p/DO6EIPujOYw/,istanabuketsemarang,BPJS bagaimana bisa membuat aturan dengan @goodlifebca untuk autodebet tanpa persetujuan. bagaimana jika uang tersebut mau digunakan untuk hal lain??? bagaimana jika itu uang titipan dari orang lain?? bagaimana jika uang itu hasil hutang untuk membayar sesuatu???
https://www.instagram.com/p/DO6EIPujOYw/,amaliayasmine_,"Di dm balesannya bot, pandawa balasannya bot, sistem buffering haduh"
https://www.instagram.com/p/DO6EIPujOYw/,chaerul_saefudin,ini BPJS kesehatan nggak bisa apa bikin APL kaya yang lain IG FG Talenta GD dll. tiap buka harus login PW terus.. apa alasannya ? LEMAH BGT
https://www.instagram.com/p/DO6EIPujOYw/,aguswidiyantaraa_,Petugas CS nya ada kegiatan dinas juga ya?
https://www.instagram.com/p/DO6EIPujOYw/,rahmadijh94,Pandawa pendaftaran peserta baru gabisa ya min eror
https://www.instagram.com/p/DO6EIPujOYw/,terang_dalam_damai,"Pasif yah responnya, saya komplain di jkn jawabnya tetap di suruh manual"
https://www.instagram.com/p/DO6EIPujOYw/,mufid_70c,"Ini kenapa ya bpjs , setiap mau bayar tagihan sudah dibayar , tapi tiba-tiba kena denda 🙃"
https://www.instagram.com/p/DO6EIPujOYw/,dinamikahidup90,Kalau penting tolong hadapin dan jelasin sejelas jelasnya kepada para peserta BPjS di rumah sakit y kakak cantik!!!!!!
https://www.instagram.com/p/DO6EIPujOYw/,widyakusniyaputri,Halo @bpjskesehatan_ri edabu knp bbrp hari error y.. mau nonaktifkan peserta ga bisa
https://www.instagram.com/p/DO6EIPujOYw/,rama.zephyr,DIOT
https://www.instagram.com/p/DO6EIPujOYw/,rama.zephyr,TLL
https://www.instagram.com/p/DO6EIPujOYw/,nadi.anad7962,"@bpjskesehatan_ri tolong lah mau minta surat rujukan di RS buat kontrol , itu aja di persusah di persulit , udah jauh2 datang ke puskesmas buat minta surat rujukan , sampai puskemas @puskesmasgetasan tidak bisa , di bilang sistem lagi offline , padahal di JKN mobile bisa lo online , bpjs juga status nya aktv , prbulan juga bayar terus gak pernah macet , gini banget negeri konoha"
https://www.instagram.com/p/DO6EIPujOYw/,happyfamily2607,Tritangtu dalam Diri (Bayu-Sabda-Hedap): Manusia diharapkan menyelaraskan tiga potensi dasar agar hidup menjadi bermakna: Tekad (Niat/Pikiran). Ucap (Perkataan). Lampah (Perbuatan). 🔥🔥🔥
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Saat ini tidak terdapat informasi kendala/maintenance sistem, silakan dapat mencoba berkala dalam interval waktu yang berbeda ya Sahabat. Terima kasih. :) -esa"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas kendala yang dialami. Jika terdapat kendala, silakan mencoba clear cache pada pengaturan ponsel/perangkat atau Sahabat dapat login melalui perangkat lain terlebih dahulu. Dipastikan sudah menggunakan Aplikasi Mobile JKN versi terbaru (v4.14.0). Selanjutnya, mohon dicoba secara berkala ya. Terima kasih. :) -rey"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Sesuai PMK Nomor 28 tahun 2014 dalam hal ruang rawat inap yang menjadi hak peserta penuh, peserta dapat dirawat di kelas perawatan satu tingkat lebih tinggi/satu tingkat lebih rendah paling lama 3 (tiga) hari. Selanjutnya dikembalikan ke ruang perawatan yang menjadi haknya. Apabila terdapat kendala, mohon berkenan berkoordinasi dengan BPJS SATU di Rumah Sakit terkait. Terima kasih. :) -puspa"
https://www.instagram.com/p/DO6EIPujOYw/,wiguna4091,"@bpjskesehatan_ri ini hari kedua istri saya di rawat , tadi sempat saya tanyakan mengenai ketersediaan kamarnya, di infokan kamarnya masih penuh dan kemungkinan akan lama. Jujur saja kemarin saya tidurnya jam /4 pagi krna kurang nyaman."
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf Sahabat, dalam hal ruang rawat inap yang menjadi hak peserta penuh, peserta dapat dirawat di kelas perawatan satu tingkat lebih tinggi/ satu tingkat lebih rendah paling lama 3 (tiga) hari. Selanjutnya dikembalikan ke ruang perawatan yang menjadi haknya. Terima kasih. :) -nano"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Adanya kritik dan saran terkait Program BPJS Kesehatan yang tidak sesuai dapat disampaikan melalui Layanan Care Center 165 BPJS Kesehatan, Layanan PANDAWA 0811 8 165 165 menu pengaduan, website resmi BPJS Kesehatan, Aplikasi Mobile JKN dan loket PIPP Kantor Cabang BPJS Kesehatan. Terima kasih. :) -afid"
https://www.instagram.com/p/DO6EIPujOYw/,damaisejahtera26,"@rynn_96 sama2 tunggu 1 tahun, supaya adil, ...untuk menghindari naik kelas karena mau rawat inap"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Baik Sahabat. Setiap pesan yang masuk akan dibalas, mohon berkenan menunggu ya. Terima kasih. :) -afid"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf, selama status kartu aktif apabila peserta JKN-KIS membutuhkan pelayanan kesehatan ketika sedang berada di luar wilayah kota / kabupaten tempat faskes tingkat I terdaftar (misalnya dikarenakan tugas/cuti/liburan), maka peserta dapat dilayani di faskes tingkat I yang terdekat dengan ketentuan maksimal kunjungan 3 kali dalam 1 bulan di satu wilayah. Jika dalam keadaan emergency bisa langsung melalui ruang UGD/IGD rumah sakit (untuk yang menentukan emergency atau tidaknya tetap dari petugas medis Rumah Sakit). Apabila terdapat ketidaksesuaian pelayanan yang diterima, silakan dapat pengaduan di Care Center BPJS Kesehatan 165, Aplikasi Mobile JKN pada menu Pengaduan, BPJS SATU (apabila terjadi kendala di Rumah Sakit), Pengaduan Layanan PANDAWA di 0811 8 165 165, atau melapor langsung melalui loket PIPP Kantor Cabang BPJS Kesehatan. Terima kasih. :) -ayas"
https://www.instagram.com/p/DO6EIPujOYw/,pablo_elsentot,@bpjskesehatan_ri pentingan mana sistem sama nyawa?
https://www.instagram.com/p/DO6EIPujOYw/,pablo_elsentot,"@bpjskesehatan_ri kita kan bayar? Masa iya bpjs ga aktif? Masa cuma beda domisili doang ditolak.salam sehat salam sehat ,sakit tau ,"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamananya. Selama status kartu aktif apabila peserta membutuhkan pelayanan kesehatan ketika sedang berada di luar wilayah tempat Faskes Tingkat 1 terdaftar, maka peserta dapat dilayani di Faskes Tingkat 1 yang terdekat dengan ketentuan maksimal kunjungan 3 kali (dalam jangka waktu 1 bulan) di satu wilayah, kecuali dalam kondisi gawat darurat bisa langsung ke Rumah Sakit masuk melalui UGD/IGD. Terima kasih :) -ami"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Mohon dipastikan status kepesertaan aktif. Apabila memerlukan pelayanan kesehatan, silakan dapat melakukan pemeriksaan di Faskes Tingkat I terdaftar. Jika pihak faskes tingkat I tidak bisa menangani karena keterbatasan alat-alat atau tidak ada dokter spesialis yang harus dilakukan pemeriksaan lebih lanjut, maka dokter di faskes tingkat I yang akan memberikan surat rujukan ke Rumah Sakit sesuai indikasi medis dan bukan atas permintaan pribadi peserta. Apabila emergency atau gawat darurat bisa langsung ke Rumah Sakit masuk melalui UGD/IGD dan yang menentukan kondisi gawat darurat dari pihak tenaga medis Rumah Sakit tersebut. Terima kasih. :) -rio"
https://www.instagram.com/p/DO6EIPujOYw/,pablo_elsentot,"@bpjskesehatan_ri maaf sudah berkomentar negatif 🙏 ,maaf sudah berprasangka buruk ,istri saya selamat ,istri saya sehat barusaja masuk rumah sakit ,berkat adanya BPJS ,istri saya bisa sehat dan ditangani oleh dokter2 dipalembang dengan baik,terima kasih bpjs ,terimakasih 🙏"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf saat ini belum ada informasi kendala Aplikasi Mobile JKN, silakan dapat coba kembali secara berkala. Pastikan jaringan stabil dan telah menggunakan aplikasi versi terbaru. Jika sudah memiliki akun Aplikasi Mobile JKN, silakan Sahabat bisa masuk dengan NIK atau Nomor JKN-KIS sesuai dengan yang terdaftar kemudian memasukkan password. Apabila Sahabat lupa password akun Mobile JKN maka Sahabat bisa memilih lupa password, masukan NIK peserta, pilih reset password, kemudian akan dikirimkan kode OTP melalui nomor handphone. Pastikan terdapat pulsa reguler minimal Rp. 5.000 untuk menerima kode OTP. Terima kasih. :) -ayas"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf Sahabat, mohon pastikan update versi terbaru Aplikasi Mobile JKN. Silakan dapat dicoba kembali login akun Mobile JKN secara berkala dan pastikan koneksi jaringan internet stabil saat akses Mobile JKN. Jika masih terkendala, silakan dapat akses Mobile JKN menggunakan perangkat lain terlebih dahulu. Terima kasih. :) -etha"
https://www.instagram.com/p/DO6EIPujOYw/,mrs_listyyy,Intinya bpjs jgn di persulit ketika mau berobat/mau lahiran ini harus paskes 1 harus ada rujuk dsb
https://www.instagram.com/p/DO6EIPujOYw/,terang_dalam_damai,"FAKTA 1 LAGI MIN, SYSTEM BPJS YAITU JKN TIDAK BISA DI GUNAKAN MAKSIMAL, UNTUK FASKES 1, JKN HANYA UNTUK NGECEK PEMBAYARAN DAN KARTU, @prabowo mohon untuk system pemerintah ada evaluasi pak, sayang anggaran untuk membuat systemnya kalau ujung² nya manual, saya tinggal di kota besar bekasi, ga kebayang untuk di daerah"
https://www.instagram.com/p/DO6EIPujOYw/,kartiningambak,Saya gak paham Min
https://www.instagram.com/p/DO6EIPujOYw/,hsabariani,Bagaimana dengan kebijakan baru bpjs ttg prosedur berobat ke rs bagi pasien yg mempunyai riwayat penyakit lebih dari satu sedangkan prosedur dan kebijakan sekarang harus memilih fokus dipengobatan yg mana sprt kisah ibu sy beliau yg mempunyai riwayat penyakit jantung dan paru yg pengobatan keduanya sangatlah penting teekhusus paru yg tdk boleh tidak minum obat..berhari2 oper sana sini yg ujungnya ttp harus memilih pengobatan yg mana yg harus difokuskan.bagaimana bisa dibuat pilihan spti ini mohon solusinya
https://www.instagram.com/p/DO6EIPujOYw/,ballastwater2807,Bayar iuran tiap bulan buat apaan
https://www.instagram.com/p/DO6EIPujOYw/,ballastwater2807,Berobat udah ada surat rujukan masih ditanyain BAP polisi segala macem
https://www.instagram.com/p/DO6EIPujOYw/,ballastwater2807,Halah tau
https://www.instagram.com/p/DO6EIPujOYw/,rifqifauzzy86,"Hal yang paling rumit saat verifikasi muka di jkn, emang cacad aja aplikasi nya udah ganti2 hp lain di tempat terang tetep aja gak bisa deteksi masa suruh taro muka di kotak terus padahal sudah di kotak kocak dasar ni aplikasi jkn"
https://www.instagram.com/p/DO6EIPujOYw/,hrdinrhman_,"Kak, Jenis ke pesertaan BPJS saya berubah jadi PBPU dan BP Pemerintah Daerah, maksudnya gimana?"
https://www.instagram.com/p/DO6EIPujOYw/,seteng_saiku,"3 kali saya kena auto debet double, hubungi Pihak Bank, gak bisa karena nanti akan ditagih pihak BPJS, hubungi BPJS suruh nunggu 3x24 jam nanti akan ke refund oleh sistem, TAPI KALAU TIDAK KE REFUND, akan dijadikan pembayaran tagihan BPJS bulan depan. 3 kali ngalami gini woy, suruh datang ke kantor cabang BPJS di kota masing-masing, waktu kerjaku tersita buat masalah KEBOBROKAN SISTEM BPJS ini. Minta dijadikan pembayaran manual gak bisa, harus pindah bank lain saja, yang mana CS tidak dapat menjamin kalau auto debet yg double ini tidak bakal terjadi lagi. SISTEM LO BENERIN DULU WOY, gw hubungi CS ga ada solusi yg solutif."
https://www.instagram.com/p/DO6EIPujOYw/,ricardo_korik,"Saya dh bayar bpjs smpe july 2026 utk ibu saya tp keterangannya msih blum lunas dan ttep ad tagihan bner2 t41, najis kyk gni layanan bpjs sampah bner2 sembrono, maunya apa sih??"
https://www.instagram.com/p/DO6EIPujOYw/,ricardo_korik,Birokrasi ancurs
https://www.instagram.com/p/DO6EIPujOYw/,ricardo_korik,Sampah aplikasis ampah register aja ga bisa nmor sya dh d daftsrin ktanya sm org lain siapa g tau jin kali
https://www.instagram.com/p/DO6EIPujOYw/,habravur,"Selamat Pagi, sangat disayangkan salah satu Program Pemerintah yang sangat dibanggakan Masyarakat Indonesia BPJS Kesehatan tidak bisa dipergunakan karena adanya Faktor Tunggakan yang kebanyakan setelah Covid banyak Masyarakat terkena dampak Status Pendapatan atau pekerjaan yang tidak tetap bahkan Berhenti Bekerja, ada Niat Pembayaran Cicilan ( Rehab ) tetap saja tidak bisa Aktif dipergunakan BPJS saat diperlukan untuk Periksa Kesehatan dll, pdahal ini sangat Penting Bagi Indonesia menuju Masyarakat Sehat. Bayangkan jika 30% Masyarakat Indonesia tidak bisa Berobat karena BPJS Non Aktif. Salam Sehat @prabowo @bpjskesehatan_ri @kdm_jawabarat @gibran_rakabuming"
https://www.instagram.com/p/DO6EIPujOYw/,shanrahma18_,jkn mobile ga jelas bgt kasian para org tua yg mau berobat tapi mereka gaptek .. tolong di pikirkan lagi nasin yg pada sakit pake BPJs tuh kebanyakn org tua yg udh sepuh
https://www.instagram.com/p/DO6EIPujOYw/,ana_aprilliani,Error trs
https://www.instagram.com/p/DO6EIPujOYw/,xezy.naa,"Klo nggl dapet untung ,dr mana gaji karyawan?"
https://www.instagram.com/p/DO6EIPujOYw/,habravur,"Selamat Pagi, apa fungsinya Program Rehab Jika tidak bisa Aktif sebelum Rehab itu Lunas"
https://www.instagram.com/p/DO6EIPujOYw/,girilesmara,"BPJS kok susah banget daftar yaa, kuota penuh aja terus. Pada bisa ngurusnya ga? Yg sakit banyak kuota 45 orang sehari Anj*ng"
https://www.instagram.com/p/DO6EIPujOYw/,willymahalis,TOLONG INI PIHAK BPJS MAKSUD.NYA APA YA KIRIM SURAT TUNGGAKAN KE TEMPAT SAYA BEKERJA ?? BIAR SAYA MALU APA GMNA . KENAPA GA KE RUMAH KIRIM.NYA ??????
https://www.instagram.com/p/DO6EIPujOYw/,herjanto27,Tolong cara rubah ppbu ke ppu secara online bagaimana caranya? Lewat jkn harusnya bisa tp faktanya tdk? Mohon konfirmasi.
https://www.instagram.com/p/DO6EIPujOYw/,naddiahsnii61,"Tagihan perbulan itu setiap tgl 10 kan? Knp baru tgl 2 udh ada tagihan lagi, jdi double.. Gmn sih aturan seharusnya? Saya mau byr yg bulan sebelum nya jdi gbsa hrus double.. Tolong penjelasan nya"
https://www.instagram.com/p/DO6EIPujOYw/,johannes.sidabutar,BPJS kesehatan kalo bisa mendirikan RS bertaraf internasional yang dibangun pertama tama dulu di masing masing ibukota propinsi. Krn BPJS ini skrg enggak ada bedanya dengan kolektor tukang ngumpulin duit bukan merawat kesehatan masyarakat. Krn selamat ini pasien BPJS yg mau berobat bukan berobat ke RS BPJS tapi ke mitra RS BPJS . Jadi terkadang pelayanan RS mitra BPJS itu spt kurang maksimal
https://www.instagram.com/p/DO6EIPujOYw/,johannes.sidabutar,Saya ada berobat ke dokter spesialis dalam di RS Ubaya tgl 2 April dan 11 April. Dan oleh dokter untuk kontrol kembali tgl 2 Mei 2026 dan udah terdaftar dalam jadwal tgl rujuk di RS Ubaya dan juga di mobile jkn. Tapi pada saat saya datang tgl 2 Mei 2026 dikatakan saya belum ada jadwal utk control kembali pdhl oleh petugas BPJS saat berobat tgl 2 dan 11 April 2026 udah dijadwal control. Jadi saya komplain atas ini Krn saya tidak jadi control maka didaftarkan jadwal control tgl 4 Mei 2026. Saya kecewa Krn udah datang sesuai tgl tapi petugas BPJS kesehatan RS Ubaya seenaknya saja mengganti jadwal saya dengan alasan tidak ada jadwal control pdhl sblmnya sudah dijadwalkan control tapi ternyata tidak jadi. Ini bagaimana kok bisa terjadi hal spt ini.
https://www.instagram.com/p/DO6EIPujOYw/,lilpeaachy,Cek dm min
https://www.instagram.com/p/DO6EIPujOYw/,babayaga___0_0_,"Kasian ibu saya.. Untuk Penderita kista & miom Peserta BPJS, 1. Gk bisa minta oprasi sebelum 5.5 cm 2. Bisa oprasi tapi bayar/mandiri kira kira 15 juta ke atas untuk daerah Sulawesi.. 3. Rujukan pakai BPJS, di RS dokternya suruh cek UP ke kliniknya, untuk rujukan kami cm bayar ongkos ke kota sekita 1 jutaan makan sama penginapan, cek up ke dua di klinik habis 1 jt, belum ongkos.. Jadi ibu saya harus terus nahan sakit, gk bisa apa apa sampai kista dan miomnya sebesar 5 cm.. Sekarang 3, 5 cm udh sering drop... Sekarang gk ada uang dan di rawat di puskesmas, tp kata dokter sini gk boleh ganti ganti dokter, harus ke dokter itu lagi.. 😭.."
https://www.instagram.com/p/DO6EIPujOYw/,ksudrajat93,Ini kenapa saya mau bayar bpjs bulan mei kelas 3 untuk satu orang ko jadi 70 ribu ?
https://www.instagram.com/p/DO6EIPujOYw/,arditakurniawan,@bpjskesehatan_ri iya min baru tadi mau bayar bpjs untuk kelas 3 untuk 3 orang jadi kena 210 K padahal sebelumnya cuma kena 105 K
https://www.instagram.com/p/DO6EIPujOYw/,karya_abadiphoto,"HAL TERKOCAK HARI INI, BARU DAFTAR AKUN JKN TAPI YANG MUNCUL MALAH NAMA ORANG LAIN PADAHAL JELAS2 DI NIK ITU JELAS ADA TGL BULAN DAN TAHUN LAHIR PEMILIK NIK, SESAMPAH ITUKAH BIROKRASI NEGARA KITA INI ?"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Tagihan iuran peserta PBPU/Mandiri muncul di tanggal 1 dan jatuh tempo di tanggal 10 setiap bulannya. Apabila peserta belum melakukan pembayaran iuran sampai lewat bulan berjalan, maka tagihan akan terakumulasi dengan iuran bulan berikutnya. Peserta dapat melakukan pembayaran iuran secara manual melalui kanal pembayaran seperti: Indomaret, Alfamart, Kantor Pos dan Bank BRI / BNI / BTN / MANDIRI / BCA / BSI. Nomor VA adalah nomor Virtual Account yang terdiri dari 5 digit kode Bank 88888 (Bank BRI, BNI, BCA, BTN, BSI) / kode Bank 89888 (Bank Mandiri) + 11 digit nomor kartu peserta terakhir. Mohon dipastikan sudah memasukkan nomor VA yang sesuai. Terima kasih. :) -rio"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Jika sebelumnya Sahabat sudah mendapatkan surat kontrol. Pastikan pemeriksaan sesuai dengan informasi dari Dokter Penanggung Jawab dan sesuai dengan tanggal yang tertera pada surat kontrol yang telah diberikan, ya Sahabat. Jika terkendala mengenai pelayanan, silakan koordinasikan dengan petugas BPJS Satu di Rumah Sakit terkait. Terima kasih. :) -jaya"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Baik Sahabat. Setiap pesan yang masuk akan dibalas, mohon berkenan menunggu ya. Terima kasih. :) -lia"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas kendala yang Sahabat dan keluarga alami. Penjaminan BPJS Kesehatan sesuai dengan indikasi medis dan arahan dari Dokter ya Sahabat. Jika sudah diberikan surat kontrol, silakan melakukan pemeriksaan sesuai dengan jadwal kontrol yang sudah ditentukan. Silakan Sahabat dapat melakukan konfirmasi ke Petugas PIPP Rumah Sakit atau koordinasi ke Petugas BPJS SATU (Siap Membantu) yang bertanggung jawab di Rumah Sakit. Terima kasih. :) -lia"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon pastikan tidak memiliki tunggakan di bulan sebelumnya. Jika iuran bulan sebelumnya belum terbayarkan maka akan tertagih di bulan berikutnya. Silakan dapat dilakukan pengecekan tagihan terlebih dahulu melalui Aplikasi Mobile JKN pada menu ""Info Iuran"", WhatsApp Pandawa di link https://wa.me/628118165165 pada menu ""Informasi"" atau Care Center 165. Pengecekan info riwayat pembayaran terakhir melalui Care Center di 165, Aplikasi Mobile JKN atau mutasi Bank yang digunakan. Terima kasih. :) -rara"
https://www.instagram.com/p/DO6EIPujOYw/,ksudrajat93,@bpjskesehatan_ri dibulan april itu tidak ada tunggakan
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Silakan Sahabat dapat pengecekan info riwayat pembayaran terakhir melalui Care Center di 165, Aplikasi Mobile JKN atau mutasi Bank yang digunakan. Terima kasih. :) -gyo"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon dipastikan pembayaran bulan sebelumnya sudah berhasil. Jika terdapat kendala pembayaran di bulan sebelumnya, maka akan terakumulasi di bulan depannya. Silakan Sahabat dapat melakukan pengecekan detail rincian tagihan melalui Care Center 165 atau Aplikasi Mobile JKN pada menu ""Info Iuran"" atau ""Informasi Riwayat Pembayaran"" untuk informasi lebih lanjut ya. Terima kasih. :) -ami"
https://www.instagram.com/p/DO6EIPujOYw/,restikafitri,Mau tanya min apakah pasien bpjs setelah pulang rawat inap besoknya drop lagi dan balik lagi ke idg dengan kondisi darurat harus nunggu sebulan lagi untuk bisa rawat inap ? Tolong dijawab min
https://www.instagram.com/p/DO6EIPujOYw/,wira_prajanana,"Saya lagi di faskes 1 sekarang @pentamedicaclinic. Ketika mau berobat ternyata di sistem kartu saya non aktif karena premi. Setelah saya cek, saya tidak ada tunggakan, dan ini juga baru tgl 1 Mei, saya juga pake auto debit, artinya masih ada waktu sampai tgl 10 untuk pembayaran di bulan Mei 2026 ini. Akhirnya ok saya bayarkan dulu manual lewat WONDER @bni46 , ternyata masih dalam proses. Saya telp ke BPJS dibilang, pembayaran belum masuk dan harus menunggu 1x24 jam sampai 3x24 jam, saya HERAN kok bisa masalah ini terjadi (lagi), ini yang kedua kalinya begini. Apalagi sekarang hari Jumat tanggal merah, long weekend, masa hari Senin baru bisa diurus administrasi nya. Kl ada kondisi darurat bagaimana? Bisa meninggal duluan pasiennya.. atau kalau saya atau orang2 lain yang mengalami spt saya, pake UMUM dulu, apa nanti BPJS bisa reimbush?? Gak jelas.. tolonglah BPJS kasihan lo orang2 terutama yang tidak mampu, ada keadaan darurat harus mengalami kejadian ini. Sistem anda itu harus diperbaiki. Buang2 waktu saya ke faskes 1 tp ternyata gak bisa berobat. Gak fair banget lo begini buat kami, parah 👎👎👎👎👎👎👎👎👎"
https://www.instagram.com/p/DO6EIPujOYw/,indahhadin,WA PANDAWA kalau tanggal merah off ya?
https://www.instagram.com/p/DO6EIPujOYw/,shugeng_gc,Min ini pelayanan by Pandawa kok ngga ada respon ya
https://www.instagram.com/p/DO6EIPujOYw/,kikicandra_,"Kak sorry mau tanya saya bayar tagihan bpjs rutin per bulan 300rb utk 2 orang, lalu di bulan april ini jadi 600rb naiknya hingga 100% padahal saya gk pernah nunggak bayar, bisa di cek ga ya kenapa kok sampai naik?"
https://www.instagram.com/p/DO6EIPujOYw/,mustikaechi,"Min maaf saya sedang melakukan ajuan proses perubahan kelas di pandawa, tetapi kenapa di arahkan untuk proses mundur ke beberapa tahun ke belakang, apakah rekap data beberapa tahun ke belakang memamg tidak disimpan min ?"
